respondent_id,age_group,tech_comfort,education_level,primary_device,password_manager_use,mfa_method,phishing_awareness_training,privacy_settings_level,public_wifi_use,backup_frequency,software_update_habit,adblocker_installed,antivirus_status,password_reuse_count,unique_passwords_estimate,suspicious_link_clicks_last_6mo,privacy_habit_score_0_100,cyber_risk_score_0_100,experienced_security_incident_last_12mo,wants_simple_non_technical_guides_1_10,wants_habit_reminders_1_10,trust_in_online_safety_advice_1_10,feels_overwhelmed_by_cyber_advice_1_10,likely_to_use_habit_platform_1_10
U310144,35-44,High,Some college,iPad/Tablet,Tried once,Authenticator app,Monthly,Mostly hardened,Rarely,Monthly,Auto-update,Yes,Built-in only,1,8.0,1.0,71.0,43.0,No,6,5,8,4,5.1
U128940,18-24,High,Some college,Android,Tried once,Authenticator app,Monthly,Some changes,Never,Monthly,Auto-update,Yes,None,0,8.0,3.0,55.0,40.9,No,5,9,5,2,5.3
U373395,55-64,Low,Some college,Android,Sometimes,None,Never,Some changes,Sometimes,Monthly,Delayed,No,Built-in only,2,8.0,3.0,56.0,76.1,No,8,9,5,5,5.1
U929218,45-54,Low,Graduate,Android,Never,SMS,Once,Default,Rarely,Weekly,When reminded,Yes,None,4,9.0,4.0,34.0,76.2,Yes,8,7,8,6,6.4
U151098,18-24,Medium,Some college,Windows PC,Regularly,SMS,Monthly,Mostly hardened,Rarely,Never,Delayed,No,Built-in only,2,14.0,2.0,80.0,57.4,No,9,7,9,5,6.5
U198275,45-54,Medium,Some college,Android,Never,Authenticator app,Once,Default,Rarely,Daily,When reminded,Yes,Built-in only,2,8.0,5.0,22.0,71.3,No,7,9,7,5,5.5
U094612,25-34,Low,Some college,Android,Tried once,Authenticator app,Never,Mostly hardened,Sometimes,Monthly,Delayed,No,Built-in only,2,12.0,4.0,66.0,70.8,Yes,9,8,7,9,5.4
U725762,25-34,High,Bachelor's,iPad/Tablet,Never,Hardware key,Occasionally,Mostly hardened,Rarely,Never,Auto-update,Yes,None,3,11.0,3.0,84.0,65.7,Yes,5,6,6,6,4.6
U431551,55-64,Medium,Some college,iPhone,Sometimes,Authenticator app,Occasionally,Mostly hardened,Often,Never,Auto-update,No,,3,15.0,,74.0,75.4,Yes,10,6,5,8,4.0
U198823,25-34,Medium,Graduate,Android,Never,Authenticator app,Monthly,Some changes,Never,Weekly,When reminded,Yes,None,3,14.0,3.0,53.0,57.8,No,7,4,7,8,2.0
U283104,18-24,Low,HS or less,Windows PC,Sometimes,Authenticator app,Never,Default,Never,Never,Delayed,Yes,Paid suite,2,13.0,5.0,44.0,61.3,Yes,8,5,4,9,4.0
U358981,55-64,Low,Bachelor's,Windows PC,Never,Authenticator app,Never,Some changes,Never,Never,Delayed,Yes,Paid suite,3,12.0,4.0,45.0,74.1,Yes,8,7,5,10,3.2
U143407,55-64,Low,HS or less,Android,Never,None,Never,Some changes,Rarely,Monthly,When reminded,Yes,None,6,5.0,2.0,59.0,100.0,Yes,7,10,5,9,4.7
U130022,18-24,Medium,Bachelor's,Mac,Regularly,Authenticator app,Once,Default,Sometimes,Weekly,Auto-update,Yes,None,1,11.0,2.0,48.0,53.8,No,8,5,4,7,3.0
U701466,55-64,Medium,Graduate,Android,Sometimes,Authenticator app,Never,Mostly hardened,Rarely,Never,Delayed,Yes,Built-in only,3,8.0,4.0,71.0,71.7,Yes,7,5,5,7,4.7
U847012,18-24,Medium,,iPhone,Never,Hardware key,Never,Default,Often,Daily,When reminded,Yes,Built-in only,3,9.0,2.0,38.0,77.0,Yes,7,7,8,4,5.0
U309087,25-34,Medium,Some college,Android,Sometimes,None,Never,Mostly hardened,Sometimes,Weekly,Auto-update,Yes,,4,4.0,5.0,68.0,84.6,No,9,6,7,7,4.4
U082697,25-34,Medium,Bachelor's,Android,Sometimes,SMS,Monthly,Mostly hardened,Rarely,Monthly,When reminded,Yes,None,4,5.0,1.0,80.0,73.9,No,10,8,8,6,4.9
U572781,25-34,Medium,HS or less,iPhone,Regularly,Authenticator app,Never,Default,Often,Never,Delayed,No,None,1,15.0,5.0,35.0,55.4,No,4,8,3,7,2.4
U451335,45-54,Medium,Some college,iPad/Tablet,Never,SMS,Occasionally,Default,Rarely,Monthly,Auto-update,No,Built-in only,3,8.0,2.0,30.0,76.3,No,8,6,6,8,4.2
U076281,18-24,High,Some college,iPhone,Sometimes,Authenticator app,Occasionally,Some changes,Never,Daily,When reminded,No,Built-in only,1,10.0,1.0,60.0,44.7,Yes,6,4,7,4,4.7
U410462,18-24,Medium,Bachelor's,iPhone,Never,SMS,Once,Some changes,Never,Weekly,Auto-update,Yes,None,3,11.0,4.0,58.0,70.1,Yes,9,7,7,6,5.5
U329939,35-44,Medium,HS or less,Android,Regularly,None,Never,Default,Rarely,Weekly,Delayed,Yes,Built-in only,3,11.0,5.0,42.0,68.7,Yes,8,6,4,7,3.9
U100875,18-24,Medium,Some college,Windows PC,Sometimes,Authenticator app,Never,Default,Often,Never,Delayed,Yes,Built-in only,2,10.0,6.0,37.0,62.7,No,10,5,6,6,5.1
U603150,25-34,Low,HS or less,Mac,Never,None,Never,Default,Never,Never,Delayed,No,None,5,8.0,4.0,37.0,92.9,Yes,7,7,5,5,4.4
U103318,65,Medium,HS or less,iPhone,Never,Authenticator app,Monthly,Some changes,Rarely,Monthly,Delayed,Yes,None,2,,2.0,56.0,52.4,Yes,8,6,6,6,4.5
U143407,55-64,Low,HS or less,Android,Never,None,Never,Some changes,Rarely,Monthly,When reminded,Yes,None,6,5.0,2.0,59.0,100.0,Yes,7,10,5,9,4.7
U751599,35-44,Low,Some college,iPhone,Tried once,None,Never,Default,Never,Never,When reminded,Yes,None,5,8.0,3.0,33.0,96.6,Yes,9,6,6,8,5.2
U295622,65,High,Graduate,Chromebook,Sometimes,SMS,Never,Some changes,Never,Daily,Delayed,No,None,1,16.0,4.0,42.0,51.5,No,8,6,8,5,5.5
U839257,25-34,Low,HS or less,Windows PC,Tried once,None,Never,Some changes,Sometimes,Weekly,Delayed,Yes,None,5,7.0,4.0,60.0,83.4,No,10,8,6,9,6.0
U072568,25-34,Medium,HS or less,Mac,Never,Authenticator app,Occasionally,Default,Sometimes,Monthly,Delayed,No,Built-in only,0,7.0,,34.0,57.7,No,5,6,6,7,2.8
